Assay	Cell Type	Molecule
CHIP	HepG2 3xFLAG using CRISPR	RCOR2
CHIP	adrenal gland male adult (37 years)	H3K4me1
CHIP	lung male child (3 years)	H3K9me3
CHIP	common myeloid progenitor, CD34-positive male adult (42 years)	H3K27me3
CHIP	heart left ventricle male adult (32 years)	H3K27ac
CHIP	liver male adult (31 year)	H3K4me3
CHIP	GM12878	UBTF
CHIP	kidney female embryo (120 days)	H3K4me1
CHIP	C4-2B	CTCF
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZBTB20
CHIP	liver male adult (31 year)	H3K36me3
CHIP	DOHH2	H3K4me1
CHIP	MCF-7	MNT
CHIP	PC-3	H3F3A
CHIP	MM.1S	H3K9me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF501
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF101
CHIP	HepG2 3xFLAG using CRISPR	GABPB1
CHIP	K562 eGFP- genetically modified using CRISPR	ZNF395
CHIP	H1-hESC	H2BK20ac
CHIP	DOHH2	H3K9me2
CHIP	suprapubic skin male adult (37 years)	POLR2AphosphoS5
CHIP	Loucy	CTCF
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF140
CHIP	MCF-7	FOXK2
CHIP	MCF-7	ZNF217
CHIP	spleen male adult (34 years)	H3K36me3
CHIP	lung female adult (30 years)	H3K4me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF266
CHIP	CD4-positive, alpha-beta T cell male adult (37 years)	H3K4me1
CHIP	iPS-18a female adult (48 years)	H3K36me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	SP7
CHIP	MCF-7	SIN3A
CHIP	tibial nerve female adult (53 years)	CTCF
CHIP	A549	CBX2
CHIP	GM12878	BMI1
CHIP	HUES64	H3K9ac
CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K27me3
CHIP	sigmoid colon male adult (54 years)	POLR2A
CHIP	mesendoderm originated from H1-hESC	H3K23ac
CHIP	mesendoderm originated from H1-hESC	H3K27ac
CHIP	A549	ESRRA
CHIP	Karpas-422	H3K9me2
CHIP	chorionic villus male embryo (38 weeks)	H3K4me1
CHIP	K562	TRIM28
CHIP	HCT116	H4K20me1
CHIP	KMS-11	H3K27me3
CHIP	rectal smooth muscle tissue female adult (50 years)	H3K4me1
CHIP	ACC112	H3K27me3
CHIP	MCF-7 eGFP- genetically modified using stable transfection	ELF1
CHIP	neural stem progenitor cell originated from H1-hESC	H3K4ac
CHIP	H1-hESC	H3K36me3
CHIP	temporal lobe female adult (75 years)	H3K4me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF423
CHIP	esophagus female adult (30 years)	H3K4me1
CHIP	placenta male embryo (16 weeks)	H3K9me3
CHIP	brain female embryo (120 days)	H3K27me3
CHIP	temporal lobe female adult (75 years)	H3K4me1
CHIP	tibial nerve female adult (53 years)	H3K9me3
CHIP	GM23248	H3K4me3
CHIP	thymus female embryo (110 days)	H3K4me1
CHIP	liver male adult (32 years)	ATF3
CHIP	heart male embryo (105 days)	H3K4me1
CHIP	placenta male embryo (16 weeks)	H3K4me1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZBTB8A
CHIP	Parathyroid adenoma male adult (62 years)	H3K36me3
CHIP	placental basal plate female embryo (40 weeks)	H3K4me1
CHIP	foreskin melanocyte male newborn	H3K4me3
CHIP	A549	SMC3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	GLIS1
CHIP	trophoblast female embryo (40 weeks)	H3K36me3
CHIP	spleen female adult (51 year)	CTCF
CHIP	peripheral blood mononuclear cell male adult (32 years)	H3K4me1
CHIP	GM12878	RAD51
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF662
CHIP	body of pancreas female adult (53 years)	CTCF
CHIP	hepatocyte originated from H9	H3K9me2
CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K79me2
CHIP	thyroid gland female adult (53 years)	POLR2A
CHIP	duodenal mucosa male adult (76 years)	H3K9ac
CHIP	trophoblast cell originated from H1-hESC	H2AFZ
CHIP	HepG2 3xFLAG using CRISPR	ZBTB25
CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K27me3
CHIP	UCSF-4	H3K27me3
CHIP	Parathyroid adenoma male adult (65 years)	H3K4me1
CHIP	neural stem progenitor cell originated from H1-hESC	H3K4me2
CHIP	K562	ESRRA
CHIP	pancreas female adult (30 years)	H3K27me3
CHIP	trophoblast cell originated from H1-hESC	H3K79me2
CHIP	caudate nucleus female adult (75 years)	H3K4me3
CHIP	neuron originated from H9	H3K36me3
CHIP	MCF-7	SMARCA5
CHIP	heart left ventricle male adult (34 years)	H3K4me3
CHIP	HepG2 3xFLAG using CRISPR	ZFP64
CHIP	HepG2	PHF8
CHIP	HepG2	NFE2L2
CHIP	right lobe of liver female adult (53 years)	H3K4me1
CHIP	liver male adult (78 years)	H3K9me3
CHIP	peripheral blood mononuclear cell male adult (28 years)	H3K9me3
CHIP	stomach female adult (53 years)	H3K4me3
CHIP	K562 eGFP- genetically modified using stable transfection	CEBPG
CHIP	spleen male adult (34 years)	H3K4me1
CHIP	mesenchymal stem cell originated from H1-hESC	H2BK15ac
CHIP	K562	ARID2
CHIP	suprapubic skin female adult (51 year)	POLR2AphosphoS5
CHIP	mesenchymal stem cell originated from H1-hESC	H3K23ac
CHIP	PC-9	H2AFZ
CHIP	Parathyroid adenoma male adult (62 years)	H3K9ac
CHIP	K562	BCLAF1
CHIP	endocrine pancreas adult (59 years)	H3K27ac
CHIP	thyroid gland male adult (54 years)	CTCF
CHIP	ovary female adult (53 years)	CTCF
CHIP	smooth muscle cell originated from H9	H3K79me2
CHIP	MCF-7	H3K4me1
CHIP	SU-DHL-6	H3K4me3
CHIP	caudate nucleus male adult (81 year)	H3K27ac
CHIP	caudate nucleus male adult (81 year)	H3K27me3
CHIP	germinal matrix male embryo (20 weeks)	H3K27me3
CHIP	K562	ZC3H8
CHIP	K562	NRF1
CHIP	testis male adult (37 years)	CTCF
CHIP	K562	NR3C1
CHIP	amnion male embryo (16 weeks)	H3K9me3
CHIP	trophoblast female embryo (40 weeks)	H3K27me3
CHIP	H1-hESC	H3K36me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF747
CHIP	HepG2 3xFLAG using CRISPR	TEAD1
CHIP	mucosa of rectum female adult (50 years)	H3K36me3
CHIP	K562	ZNF639
CHIP	foreskin keratinocyte male newborn	H3K9me3
CHIP	placenta female embryo (113 days)	H3K27ac
CHIP	trophoblast cell originated from H1-hESC	H3K14ac
CHIP	prostate male adult (54 years)	H3K36me3
CHIP	chorion female embryo (40 weeks)	H3K27ac
CHIP	KMS-11	H2AFZ
CHIP	iPS-20b male adult (55 years)	H3K36me3
CHIP	lung male child (3 years)	H3K4me3
CHIP	HepG2 3xFLAG using CRISPR	RARA
CHIP	heart left ventricle female adult (53 years)	H3K36me3
CHIP	GM12878	TCF7
CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	H3K4me3
CHIP	mesenchymal stem cell originated from H1-hESC	H3K4me3
CHIP	breast epithelium male adult (54 years)	EP300
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZSCAN26
CHIP	HepG2 3xFLAG using CRISPR	ZNF652
CHIP	mesenchymal stem cell originated from H1-hESC	H2BK120ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF843
CHIP	MCF-7	ELF1
CHIP	K562	ELF1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF513
CHIP	HCT116	ZFX
CHIP	skeletal muscle tissue female adult (72 years)	H3K9me3
CHIP	MCF-7	ZNF24
CHIP	heart left ventricle male adult (34 years)	H3K27me3
CHIP	sigmoid colon male child (3 years)	H3K4me1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF654
CHIP	iPS-18a female adult (48 years)	H3K4me3
CHIP	MCF-7 eGFP- genetically modified using stable transfection	E2F4
CHIP	iPS DF 19.11 male newborn	H3K27ac
CHIP	foreskin melanocyte male newborn	H3K36me3
CHIP	HepG2	TRIM22
CHIP	K562	XRCC5
CHIP	trophoblast female embryo (40 weeks)	H3K4me1
CHIP	trophoblast female embryo (20 weeks)	H3K27ac
CHIP	hepatocyte originated from H9	H3K27ac
CHIP	K562	FOXK2
CHIP	HepG2	ASH2L
CHIP	esophagus squamous epithelium female adult (53 years)	H3K4me3
CHIP	GM12878	DPF2
CHIP	mesenchymal stem cell originated from H1-hESC	H4K91ac
CHIP	gastroesophageal sphincter female adult (53 years)	H3K4me3
CHIP	neural cell	EZH2
CHIP	adrenal gland male adult (34 years)	H3K4me1
CHIP	SU-DHL-6	H3K27me3
CHIP	foreskin fibroblast male newborn	H3K9me3
CHIP	neurosphere embryo (15 weeks) originated from ganglionic eminence	H3K4me1
CHIP	placenta embryo (16 weeks)	H3K27me3
CHIP	K562	MNT
CHIP	PC-9	H3K4me2
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF302
CHIP	duodenal mucosa male adult (59 years)	H3K4me1
CHIP	IMR-90	USF2
CHIP	A549	SIN3A
CHIP	muscle of trunk female embryo (115 days)	H3K4me1
CHIP	HepG2	BRD4
CHIP	GM12878	HCFC1
CHIP	GM12878	NR2F1
CHIP	suprapubic skin female adult (53 years)	CTCF
CHIP	smooth muscle cell originated from H9	H3K4me3
CHIP	liver male adult (32 years)	ZBTB33
CHIP	H9 genetically modified using stable transfection	H3K9me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF174
CHIP	myoepithelial cell of mammary gland female adult (36 years)	H3K27me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF48
CHIP	body of pancreas male adult (54 years)	POLR2A
CHIP	CD8-positive, alpha-beta memory T cell	H3K27me3
CHIP	neural progenitor cell originated from H9	H3K79me2
CHIP	HepG2	NR2F6
CHIP	aorta male adult (34 years)	H3K27ac
CHIP	HepG2	HNRNPK
CHIP	natural killer cell male adult (21 year)	H3K36me3
CHIP	K562	SMARCC2
CHIP	gastrocnemius medialis male adult (37 years)	H3K27me3
CHIP	body of pancreas male adult (37 years)	H3K27ac
CHIP	liver male adult (78 years)	H3K4me3
CHIP	OCI-LY1	EZH2
CHIP	KMS-11	H3K9ac
CHIP	mammary epithelial cell female adult (18 years)	H3K4me1
CHIP	PC-9	H3K9me2
CHIP	liver male adult (32 years)	MAX
CHIP	A673	H3K4me1
CHIP	HEK293T	HDGF
CHIP	CD4-positive, CD25-positive, alpha-beta regulatory T cell	H3K4me1
CHIP	IMR-90	H2BK12ac
CHIP	body of pancreas male adult (54 years)	H3K36me3
CHIP	HepG2	RNF2
CHIP	K562	RAD51
CHIP	neutrophil	H3K9me3
CHIP	skeletal muscle satellite cell female adult originated from mesodermal cell	H3K9me3
CHIP	HepG2	ZBTB40
CHIP	mesenchymal stem cell originated from H1-hESC	H2AFZ
CHIP	placental basal plate female embryo (40 weeks)	H3K27ac
CHIP	stomach male adult (34 years)	H3K27me3
CHIP	HepG2 3xFLAG using CRISPR	HLF
CHIP	germinal matrix male embryo (20 weeks)	H3K4me3
CHIP	breast epithelium female adult (51 year)	EP300
CHIP	luminal epithelial cell of mammary gland female adult (33 years)	H3K9me3
CHIP	HepG2	HCFC1
CHIP	large intestine male embryo (108 days)	H3K36me3
CHIP	K562	L3MBTL2
CHIP	neural cell	H3K9ac
CHIP	HepG2 3xFLAG using CRISPR	MIER3
CHIP	K562 eGFP- genetically modified using stable transfection	ZNF740
CHIP	stomach smooth muscle female adult (84 years)	H3K4me3
CHIP	K562 eGFP- genetically modified using stable transfection	GTF2E2
CHIP	kidney female embryo (120 days)	H3K9me3
CHIP	pancreas female adult (30 years)	H3K9me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF195
CHIP	GM23338 male adult (53 years) originated from GM23248	ETS1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	GLIS2
CHIP	angular gyrus male adult (81 year)	H3K4me3
CHIP	NCI-H929	H3F3A
CHIP	small intestine female adult (30 years)	H3K4me1
CHIP	SU-DHL-6	H4K20me1
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF560
CHIP	KMS-11	H3K4me3
CHIP	lung female adult (30 years)	H3K27ac
CHIP	smooth muscle cell originated from H9	H3K9ac
CHIP	SK-N-SH	CTCF
CHIP	A549	PHF8
CHIP	A549	MAFK
CHIP	GM12878	ZBTB33
CHIP	K562	MCM7
CHIP	HepG2	SOX6
CHIP	small intestine male adult (34 years)	H3K27ac
CHIP	tibial artery female adult (53 years)	H3K27me3
CHIP	lower leg skin female adult (51 year)	POLR2A
CHIP	Loucy	H3K9ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZBTB12
CHIP	breast epithelium female adult (53 years)	H3K36me3
CHIP	heart left ventricle female adult (53 years)	CTCF
CHIP	HepG2	ATF7
CHIP	stomach female adult (53 years)	H3K9me3
CHIP	K562	ZNF184
CHIP	MCF-7 eGFP- genetically modified using stable transfection	FOSL2
CHIP	CD4-positive, alpha-beta T cell	H3K27ac
CHIP	K562	GATAD2B
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF701
CHIP	ovary female adult (51 year)	CTCF
CHIP	right cardiac atrium male adult (34 years)	H3K4me3
CHIP	OCI-LY3	H3K4me3
CHIP	GM12878	CBX3
CHIP	stomach male adult (54 years)	CTCF
CHIP	UCSF-4	H3K9me3
CHIP	K562 eGFP- genetically modified using stable transfection	KLF1
CHIP	A549	CHD4
CHIP	lung male child (3 years)	H3K27ac
CHIP	neural stem progenitor cell originated from H9	H3K27me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF493
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF138
CHIP	gastroesophageal sphincter male adult (37 years)	EP300
CHIP	substantia nigra female adult (75 years)	H3K4me3
CHIP	MCF-7	MTA2
CHIP	stomach male adult (34 years)	H3K36me3
CHIP	K562	MCM2
CHIP	caudate nucleus female adult (75 years)	H3K9me3
CHIP	GM12878	MLLT1
CHIP	K562 eGFP- genetically modified using stable transfection	NFE2
CHIP	breast epithelium female adult (53 years)	H3K4me1
CHIP	IMR-90	H3K79me1
CHIP	HepG2 3xFLAG using CRISPR	ZNF7
CHIP	peripheral blood mononuclear cell male adult (39 years)	H3K27me3
CHIP	body of pancreas male adult (54 years)	H3K4me3
CHIP	H9	H4K5ac
CHIP	MCF-7	ZNF512B
CHIP	HCT116	H3K9me2
CHIP	MCF-7	MAFK
CHIP	mesenchymal stem cell originated from adipose tissue	H3K36me3
CHIP	PC-9	H3K9me3
CHIP	heart left ventricle male child (3 years)	H3K27ac
CHIP	MCF-7	GTF2F1
CHIP	myoepithelial cell of mammary gland female adult (33 years)	H3K36me3
CHIP	K562	ZHX1
CHIP	B cell male adult (37 years)	H3K27me3
CHIP	thyroid gland female adult (51 year)	H3K9me3
CHIP	transverse colon female adult (51 year)	CTCF
CHIP	kidney male adult (67 years)	H3K36me3
CHIP	iPS-15b female adult (48 years)	H3K9me3
CHIP	foreskin keratinocyte male newborn	H3K36me3
CHIP	substantia nigra male adult (81 year)	H3K4me1
CHIP	NCI-H929	H2AFZ
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZXDB
CHIP	esophagus muscularis mucosa male adult (37 years)	CTCF
CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)	H3K36me3
CHIP	MCF-7	CTCF
CHIP	skeletal muscle tissue	H3K9ac
CHIP	HUES48	H3K9me3
CHIP	HepG2 3xFLAG using CRISPR	RXRB
CHIP	CD4-positive, alpha-beta T cell male adult (21 year)	H3K27ac
CHIP	testis male adult (37 years)	H3K36me3
CHIP	sigmoid colon male adult (34 years)	H3K27ac
CHIP	NCI-H929	H3K36me3
CHIP	GM23248	H3K9ac
CHIP	DOHH2	EZH2phosphoT487
CHIP	HepG2 3xFLAG using CRISPR	THAP11
CHIP	MM.1S	H3F3A
CHIP	A549	USF2
CHIP	K562	E2F1
CHIP	K562	HDGF
CHIP	liver male adult (32 years)	H3K9me3
CHIP	trophoblast cell originated from H1-hESC	H3K4me1
CHIP	SK-N-SH	H3K27ac
CHIP	colonic mucosa female adult (73 years)	H3K27me3
CHIP	DND-41	H3K4me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF157
CHIP	OCI-LY7	EZH2phosphoT487
CHIP	mesendoderm originated from H1-hESC	H3K18ac
CHIP	PC-3	H3K4me1
CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)	H3K27me3
CHIP	placental basal plate female embryo (40 weeks)	H3K9me3
CHIP	lung female embryo (82 days)	H3K9ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF473
CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)	H3K9me3
CHIP	substantia nigra male adult (81 year)	H3K9me3
CHIP	neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K9me3
CHIP	K562	HDAC1
CHIP	temporal lobe female adult (75 years)	H3K27me3
CHIP	HepG2 3xFLAG using CRISPR	NFYC
CHIP	tibial nerve female adult (51 year)	EP300
CHIP	MCF-7	FOS
CHIP	natural killer cell male adult (37 years)	H3K4me3
CHIP	neural stem progenitor cell originated from H1-hESC	H3K79me1
CHIP	K562	ARHGAP35
CHIP	foreskin melanocyte male newborn	H3K9me3
CHIP	H1-hESC	H2AFZ
CHIP	body of pancreas male adult (37 years)	CTCF
CHIP	neural progenitor cell originated from H9	H3K36me3
CHIP	MCF-7	NCOA3
CHIP	stomach female adult (53 years)	EP300
CHIP	placenta male embryo (16 weeks)	H3K36me3
CHIP	germinal matrix male embryo (20 weeks)	H3K4me3
CHIP	HepG2	H3K4me3
CHIP	lung male child (3 years)	H3K4me1
CHIP	mesendoderm originated from H1-hESC	H3K79me2
CHIP	Peyer's patch male adult (54 years)	POLR2A
CHIP	muscle layer of colon female adult (56 years)	H3K9me3
CHIP	neurosphere female embryo (17 weeks) originated from cortex	H3K9me3
CHIP	colonic mucosa female adult (73 years)	H3K4me3
CHIP	CD4-positive, CD25-positive, alpha-beta regulatory T cell	H3K27ac
CHIP	esophagus male adult (34 years)	H3K4me3
CHIP	HepG2 3xFLAG using CRISPR	ZNF644
CHIP	esophagus muscularis mucosa female adult (53 years)	H3K9me3
CHIP	endothelial cell of umbilical vein male newborn	H3K4me3
CHIP	CD4-positive, CD25-positive, alpha-beta regulatory T cell	H3K4me3
CHIP	chorionic villus embryo (16 weeks)	H3K4me1
CHIP	IMR-90	H3K79me1
CHIP	fibroblast of breast female adult (17 years)	H3K27ac
CHIP	K562 eGFP- genetically modified using CRISPR	ZNF197
CHIP	IMR-90	H3K9me1
CHIP	CD4-positive, alpha-beta memory T cell	H3K36me3
CHIP	tibial nerve male adult (37 years)	EP300
CHIP	OCI-LY3	H3K4me1
CHIP	A673	H3K36me3
CHIP	endocrine pancreas male adult (46 years)	H3K27me3
CHIP	iPS-15b female adult (48 years)	H3K27me3
CHIP	lower leg skin male adult (37 years)	CTCF
CHIP	thyroid gland male adult (54 years)	H3K27me3
CHIP	stomach female adult (30 years)	H3K27ac
CHIP	MCF-7	NFIB
CHIP	K562	BRD4
CHIP	HUES6	H3K9ac
CHIP	OCI-LY3	EZH2phosphoT487
CHIP	A549	NFE2L2
CHIP	mucosa of rectum female adult (61 year)	H3K9ac
CHIP	liver male adult (78 years)	H3K36me3
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF433
CHIP	HepG2 3xFLAG using CRISPR	ZFP1
CHIP	neutrophil male	H3K4me1
CHIP	SU-DHL-6	H3K9me3
CHIP	K562	SMARCA4
CHIP	K562	RUNX1
CHIP	endocrine pancreas adult (59 years)	H3K27me3
CHIP	ascending aorta female adult (53 years)	H3K27me3
CHIP	HepG2 3xFLAG using CRISPR	TFE3
CHIP	spleen female adult (53 years)	H3K36me3
CHIP	HepG2	GATA4
CHIP	GM12878	ARNT
CHIP	HepG2	FUS
CHIP	K562 eGFP- genetically modified using stable transfection	ZNF512
CHIP	GM23338 male adult (53 years) originated from GM23248	EZH2phosphoT487
CHIP	MCF-7	NBN
CHIP	skeletal muscle tissue male adult (54 years)	H3K9me3
CHIP	large intestine male embryo (108 days)	H3K9me3
CHIP	neural progenitor cell originated from H9	H3F3A
CHIP	angular gyrus female adult (75 years)	H3K9ac
CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K9ac
CHIP	trophoblast cell originated from H1-hESC	H3K23ac
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZFP64
CHIP	right atrium auricular region female adult (53 years)	H3K27ac
CHIP	mesenchymal stem cell originated from H1-hESC	H3K79me1
CHIP	K562	PHF20
CHIP	HEK293 eGFP- genetically modified using site-specific recombination originated from HEK293	ZNF510
CHIP	fibroblast of breast female adult (17 years)	H3K27me3
CHIP	UCSF-4	H3K4me3
CHIP	right cardiac atrium male adult (34 years)	H3K9me3
CHIP	HepG2 3xFLAG using CRISPR	RBPJ
CHIP	K562 eGFP- genetically modified using stable transfection	ETS2
CHIP	skeletal muscle myoblast male adult (22 years)	H3K4me3
CHIP	body of pancreas male adult (54 years)	H3K27ac
CHIP	thyroid gland male adult (37 years)	H3K27ac
CHIP	mammary epithelial cell female adult (18 years)	H3K36me3
CHIP	OCI-LY1	H3K27ac
CHIP	VCaP	H3K27ac
CHIP	GM12878	ETV6
CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	H3K4me1
CHIP	K562 eGFP- genetically modified using stable transfection	ZNF507
CHIP	mesendoderm originated from H1-hESC	H2AK5ac
CHIP	placenta female embryo (113 days)	H3K9me3
